Параметр,Формат,Опис
.. _BalanceHistory: ,Об'єкт **BalanceHistory**,
id,long,ідентифікатор запису
date,String,дата запису
description,String,опис виконаної дії
summ,double,сума (мінусове значення - списання; плюсове - поповнення)
type,int,"тип запису:

* 0 - технічний запис, наприклад, факт створення балансу;
* 1 - виписка;
* 2 - еквайринг;
* 3 - автоматичні дії;
* 4 - оплата послуги;
* 5 - повернення коштів за раніше сплачену послугу;
* 6 - списання за ДТ (додаткові транзакції)"
