Параметр, Формат, Опис
.. _DocumentEvent:, Об'єкт **DocumentEvent**,
**event**,XEvent_,об'єкт; дані події
**doc**,XDoc_,"об'єкт; дані документа (можуть бути відсутні при типі події (XEvent.type) = 6 (чернетку видалено)"
