Параметр, Формат, Опис
.. _ETTNHEAD:, Об'єкт **ETTNHEAD**,
C_DOC,String,код документа («T01»)
C_DOC_SUB,String,підтип документа («001»)
C_DOC_VER,String,номер версії документа («01»)
