Параметр, Формат, Опис
.. _BKHEAD:, Об'єкт **BKHEAD**,
C_DOC,String,код документа («EVD»)
C_DOC_SUB,String,підтип документа («003»)
C_DOC_VER,String,номер версії документа («01»)
