Параметр, Формат, Опис
.. _Employee: ,, Об'єкт **Employee** ,
uuid,UUID,ідентифікатор співробітника
userId,long,id користувача
lastName,String,прізвище співробітника
firstName,String,ім'я співробітника
middleName,String,по батькові співробітника
ipn,long,код ІПН співробітника
email,String,email співробітника
tel,String,номер телефону співробітника
identifiers,"Map<Integer, String>",додаткові дані, контакти
