Параметр, Формат, Опис
.. _XAgreemDocStatus: , Об'єкт **XAgreemDocStatus** ,
id,int,id статусу
name,String,назва статусу

,,Ключ:"(2, "sent");
    (3, "onagreement");
    (4, "rejected");
    (5, "onsigning");
    (6, "onsigning2");
    (7, "completed");
    (11, "sub_rejected");
    (12, "sub_onagreement");
    (13, "sub_prepared");
    (14, "sub_readyforsign");
    (15, "sub_confirm");
    (16, "sub_signed");
    (17, "sub_checked");
    (18, "sub_approved");"

