Параметр,Формат,Опис
.. _Direction: , Об'єкт **Direction** ,
**type**,"enum (EQ, OR, IN)","тип вибірки

* EQ - відбираються тільки документи в яких збігаються зазначені і sender, і receiver;
* OR - відбираються документи в яких збігаються АБО sender, АБО receiver;
* IN - відбираються документи в яких sender або receiver один з тих, які вказані в масивах sender і receiver"
sender,List<String>,"масив; id GLN відправників - обов'язковий, але може бути порожнім якщо зазначені інші параметри"
senderGln,List<String>,"масив; GLN відправників - обов'язковий, але може бути порожнім якщо зазначені інші параметри"
recipient,List<String>,"масив; id GLN одержувачів - обов'язковий, але може бути порожнім якщо зазначені інші параметри"
recipientGln,List<String>,"масив; GLN одержувачів - обов'язковий, але може бути порожнім якщо зазначені інші параметри"
